House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
23,Lavendar Hollow,Toby,Moore,44,Partner,Single,Male,Dance movement psychotherapist,None,None
23,Lavendar Hollow,Sheila,Scott,11,Daughter,NA,Female,Student,None,NA
24,Lavendar Hollow,Joseph,Johnson,48,Head,Single,Male,"Pilot, airline",None,Methodist
25,Lavendar Hollow,Benjamin,Sharpe,40,Head,Divorced,Male,General practice doctor,None,Christian
26,Lavendar Hollow,Patrick,Fisher,73,Head,Widowed,Male,Retired Financial trader,None,Christian
27,Lavendar Hollow,Leah,Williams,70,Head,Widowed,Female,"Retired Engineer, civil (contracting)",None,Christian
27,Lavendar Hollow,Kerry,Williams,36,Daughter,Divorced,Female,IT sales professional,None,Christian
28,Lavendar Hollow,Iain,Houghton,63,Head,Single,Male,"Embryologist, clinical",None,Methodist
29,Lavendar Hollow,Gerard,Stone,39,Head,Single,Male,"Engineer, maintenance",None,Christian
30,Lavendar Hollow,Carol,Brown,33,Head,Married,Female,Social researcher,None,None
30,Lavendar Hollow,Rhys,Brown,32,Husband,Married,Male,"Civil engineer, consulting",None,None
31,Lavendar Hollow,Jason,Hodgson,66,Head,Widowed,Male,Graphic designer,None,None
32,Lavendar Hollow,Peter,Jackson,77,Head,Widowed,Male,Retired Therapeutic radiographer,None,None
33,Lavendar Hollow,Gemma,Johnson,87,Head,Widowed,Female,Retired Water quality scientist,None,Catholic
34,Lavendar Hollow,Rosemary,Skinner,55,Head,Divorced,Female,Health visitor, ,Christian
34,Lavendar Hollow,Diane,Watson,7,Granddaughter,NA,Female,Student,None,NA
35,Lavendar Hollow,Martin,Richardson,41,Head,Single,Male,Toxicologist,None,Christian
36,Lavendar Hollow,Chloe,North,39,Head,Single,Female,Health physicist,None,Christian
37,Lavendar Hollow,Stuart,Robinson,72,Head,Widowed,Male,Retired Recruitment consultant,None,Methodist
38,Lavendar Hollow,Sian,Taylor,85,Head,Widowed,Female,Retired Architect,None,Catholic
39,Lavendar Hollow,Deborah,Barnes-Walker,83,Head,Married,Female,Retired Armed forces training and education officer,None,Christian
39,Lavendar Hollow,Dennis,Barnes-Walker,86,Husband,Married,Male,Retired Dance movement psychotherapist,None,Christian
40,Lavendar Hollow,Robert,Rhodes,66,Head,Widowed,Male,Sport and exercise psychologist,None,None
41,Lavendar Hollow,Maureen,Clements,88,Head,Widowed,Female,"Retired Copywriter, advertising",None,Jewish
42,Lavendar Hollow,Jennifer,Williams,18,Head,Single,Female,Student,None,NA
43,Lavendar Hollow,Shannon,Cooper,50,Head,Married,Female,Passenger transport manager,None,Catholic
43,Lavendar Hollow,Donald,Cooper,55,Husband,Married,Male,Adult guidance worker,None,None
43,Lavendar Hollow,Stanley,Cooper,22,Son,Divorced,Male,University Student,None,Catholic
44,Lavendar Hollow,Allan,Norris,26,Head,Single,Male,Public librarian,None,Christian
45,Lavendar Hollow,Gerald,Cooper,80,Head,Widowed,Male,Unemployed,None,None
46,Lavendar Hollow,Gemma,Hughes,43,Head,Single,Female,"Development worker, international aid",None,None
47,Lavendar Hollow,Ryan,Harper,37,Head,Single,Male,"Accountant, chartered management",None,Catholic
48,Lavendar Hollow,Kimberley,Macdonald,58,Head,Married,Female,Retail merchandiser,None,Christian
48,Lavendar Hollow,Joe,Macdonald,57,Husband,Married,Male,Building services engineer,None,Christian
49,Lavendar Hollow,Shirley,Wright,72,Head,Widowed,Female,Retired Research scientist (maths),None,Christian
50,Lavendar Hollow,Lindsey,Ali,31,Head,Single,Female,Hydrologist,None,Christian
51,Lavendar Hollow,Hazel,Bull,78,Head,Single,Female,Retired Intelligence analyst,None,None
52,Lavendar Hollow,Cheryl,Jones,62,Head,Married,Female,Operational investment banker,None,Christian
52,Lavendar Hollow,Robin,Jones,57,Husband,Married,Male,Personnel officer,None,None
52,Lavendar Hollow,Luke,Jones,25,Son,Divorced,Male,"Teacher, music",None,Christian
52,Lavendar Hollow,Josephine,Jones,25,Daughter,Divorced,Female,Herbalist,None,Christian
53,Lavendar Hollow,Carol,Wilson,85,Head,Widowed,Female,Retired Sales executive,None,None
54,Lavendar Hollow,Callum,Patel,35,Head,Married,Male,Software engineer,None,Catholic
54,Lavendar Hollow,Georgina,Patel,32,Wife,Married,Female,Geographical information systems officer,None,None
54,Lavendar Hollow,Dawn,Patel,9,Step-Daughter,NA,Female,Student,None,NA
55,Lavendar Hollow,Lorraine,Bailey,63,Head,Single,Female,Adult guidance worker,None,None
1,Jones Street,Marilyn,Fox,27,Head,Married,Female,Armed forces logistics/support/administrative officer,None,None
1,Jones Street,Oliver,Fox,34,Husband,Married,Male,Special effects artist,None,None
2,Jones Street,Amber,Stone,63,Head,Divorced,Female,Glass blower/designer,None,None
3,Jones Street,Lynn,Metcalfe,63,Head,Married,Female,Maintenance engineer,None,Christian
3,Jones Street,Adrian,Metcalfe,61,Husband,Married,Male,Theatre director,None,None
3,Jones Street,Amanda,Metcalfe,35,Daughter,Single,Female,Community arts worker,None,Christian
4,Jones Street,Jennifer,Thompson,38,Head,Single,Female,"Psychologist, prison and probation services",None,Methodist
4,Jones Street,Georgina,George,52,None,Single,Female,Agricultural consultant,None,Christian
4,Jones Street,Kerry,Gibson,23,None,Single,Female,"Engineer, energy",None,None
5,Jones Street,Rosie,Morgan,28,Head,Single,Female,Unemployed,None,None
5,Jones Street,Thomas,Morgan,2,Son,NA,Male,Child,None,NA
6,Jones Street,Kevin,Dodd,104,Head,Widowed,Male,Retired Site engineer,None,Methodist
7,Jones Street,Martyn,Marshall,33,Head,Single,Male,Cytogeneticist,None,None
8,Jones Street,Andrea,Burgess,69,Head,Widowed,Female,Retired Patent attorney,None,Catholic
9,Jones Street,Karen,Goddard,45,Head,Single,Female,Retail buyer,None,None
10,Jones Street,Callum,Russell,20,Head,Widowed,Male,University Student,None,None
11,Jones Street,Jeffrey,Ryan,31,Head,Married,Male,"Psychotherapist, dance movement",None,Catholic
11,Jones Street,Shannon,Ryan,30,Wife,Married,Female,Unemployed,None,Catholic
12,Jones Street,Charles,Wood,68,Head,Widowed,Male,Retired Multimedia programmer,None,Christian
13,Jones Street,Ruth,Chadwick,33,Head,Married,Female,Recycling officer,None,None
13,Jones Street,Billy,Chadwick,37,Husband,Married,Male,Speech and language therapist,None,None
13,Jones Street,Jacqueline,Chadwick,8,Daughter,NA,Female,Student,None,NA
14,Jones Street,Hazel,Webb,53,Head,Married,Female,Primary school teacher,None,None
14,Jones Street,Oliver,Webb,56,Husband,Married,Male,Medical laboratory scientific officer,None,None
14,Jones Street,Gareth,Webb,14,Son,NA,Male,Student,None,NA
15,Jones Street,Rebecca,Davey,30,Head,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,None
15,Jones Street,Stephen,Price,36,Husband,Married,Male,Manufacturing engineer,None,None
15,Jones Street,Samantha,Davey,3,Daughter,NA,Female,Child,None,NA
15,Jones Street,Vincent,Campbell,26,Lodger,Single,Male,Personnel officer,None,Sikh
16,Jones Street,Bernard,Bradshaw,63,Head,Divorced,Male,Geoscientist,None,Christian
17,Jones Street,Katy,Andrews,32,Head,Single,Female,Training and development officer,None,Muslim
18,Jones Street,Sian,Jordan,82,Head,Widowed,Female,"Retired Librarian, academic",None,Christian
19,Jones Street,Andrew,Nixon,21,Head,Single,Male,University Student,None,Catholic
20,Jones Street,Linda,Lane,21,Head,Single,Female,University Student,None,Christian
21,Jones Street,Adrian,Graham,42,Head,Widowed,Male,Tourist information centre manager,None,None
22,Jones Street,Sian,Jenkins,26,Head,Single,Female,"Therapist, speech and language",None,None
23,Jones Street,Anna,Stephens-Knight,41,Head,Single,Female,"Restaurant manager, fast food",None,None
23,Jones Street,Samuel,Stephens-Knight,16,Son,NA,Male,Student,None,NA
23,Jones Street,Patricia,Stephens-Knight,13,Daughter,NA,Female,Student,None,NA
24,Jones Street,Helen,Howe,77,Head,Widowed,Female,Retired Dealer,None,None
25,Jones Street,Stacey,Lee,52,Head,Single,Female,Interpreter, ,None
26,Jones Street,Brian,Brady,44,Head,Single,Male,Chartered management accountant,None,None
27,Jones Street,Lynda,Griffiths,61,Head,Married,Female,Office manager,None,Christian
27,Jones Street,Glenn,Griffiths,58,Husband,Married,Male,Database administrator,None,Christian
27,Jones Street,Mitchell,Griffiths,27,Son,Single,Male,Corporate investment banker,None,Christian
28,Jones Street,Claire,Williams,42,Head,Married,Female,Unemployed,None,None
28,Jones Street,Carl,Williams,38,Husband,Married,Male,Environmental consultant,None,None
28,Jones Street,Kerry,Williams,16,Daughter,NA,Female,Student,None,NA
29,Jones Street,Ashley,Brown,63,Head,Single,Male,Equality and diversity officer,None,None
30,Jones Street,Jacqueline,Walton,24,Head,Single,Female,"Education officer, environmental",None,Catholic
31,Jones Street,Gerald,Wilson,19,Head,Single,Male,University Student,None,None
31,Jones Street,Bethany,Barber,19,Partner,Single,Female,University Student,None,None
32,Jones Street,Clare,Weston,70,Head,Widowed,Female,"Retired Teacher, adult education",None,Jewish
33,Jones Street,Carol,Phillips,59,Head,Single,Female,Recruitment consultant,None,Catholic
34,Jones Street,Victoria,Jones,45,Head,Married,Female,Unemployed,None,Christian
34,Jones Street,Neil,Jones,47,Husband,Married,Male,Ceramics designer,None,Christian
35,Jones Street,Donald,Chapman,43,Head,Divorced,Male,Insurance risk surveyor,None,Catholic
36,Jones Street,Diana,Cartwright,38,Head,Married,Female,Theatre stage manager,None,Methodist
36,Jones Street,Julian,Cartwright,37,Husband,Married,Male,Dentist,None,Methodist
36,Jones Street,Hazel,Cartwright,10,Daughter,NA,Female,Student,None,NA
37,Jones Street,Carolyn,Wood,65,Head,Widowed,Female,Public librarian,None,Christian
38,Jones Street,Bruce,Taylor,52,Head,Single,Male,"Scientist, water quality",None,None
39,Jones Street,Alexandra,Rhodes,71,Head,Widowed,Female,"Retired Development worker, international aid",None,Christian
39,Jones Street,Jeffrey,Rhodes,30,Son,Single,Male,Financial adviser,None,Christian
39,Jones Street,Jacqueline,Rhodes,28,Daughter,Single,Female,Chartered public finance accountant,None,Christian
40,Jones Street,Patrick,Ahmed,57,Head,Divorced,Male,Energy engineer,None,Christian
41,Jones Street,Barbara,Chamberlain,30,Head,Single,Female,Historic buildings inspector/conservation officer,None,None
41,Jones Street,Gareth,Cole,27,Partner,Single,Male,Wellsite geologist,None,None
41,Jones Street,Frances,Chamberlain,12,Daughter,NA,Female,Student,None,NA
1,Brightwater Street,Georgina,Johnson,49,Head,Single,Female,Pathologist,None,Christian
1,Brightwater Street,Sarah,Johnson,24,Daughter,Single,Female,Banker,None,Christian
1,Brightwater Street,Sean,Johnson,24,Son,Single,Male,Broadcast engineer,None,Christian
1,Brightwater Street,Molly,Johnson,23,Daughter,Single,Female,Accounting technician,None,Christian
2,Brightwater Street,Sian,Brooks,34,Head,Married,Female,"Psychologist, forensic",None,None
2,Brightwater Street,Thomas,Brooks,36,Husband,Married,Male,Sub,None,None
2,Brightwater Street,Leigh,Brooks,3,Son,NA,Male,Child,None,NA
2,Brightwater Street,Georgina,Hall,51,Sibling,Single,Female,Cytogeneticist,None,None
3,Brightwater Street,Georgina,Slater,43,Head,Married,Female,Surgeon,None,Christian
3,Brightwater Street,Frederick,Slater,45,Husband,Married,Male,Architectural technologist,None,None
3,Brightwater Street,Molly,Clarke-Slater,17,Daughter,NA,Female,Student,None,NA
3,Brightwater Street,Hayley,Clarke-Slater,11,Daughter,NA,Female,Student,None,NA
4,Brightwater Street,Tracy,Hale,51,Head,Single,Female,Unemployed,None,None
4,Brightwater Street,Mohammad,Hale,22,Son,Single,Male,University Student,None,None
4,Brightwater Street,Declan,Hale,21,Son,Single,Male,University Student,None,None
4,Brightwater Street,Zoe,Hale,19,Daughter,Single,Female,University Student,None,None
5,Brightwater Street,Aimee,Williams,83,Head,Single,Female,Retired Air traffic controller,None,Christian
6,Brightwater Street,Josephine,Willis,68,Head,Married,Female,Retired Social worker,None,None
6,Brightwater Street,Jeremy,Willis-Lynch,70,Husband,Married,Male,Retired Health visitor,None,None
6,Brightwater Street,Amy,Willis-Lynch,39,Daughter,Single,Female,Insurance risk surveyor,None,None
6,Brightwater Street,Justin,Willis-Lynch,33,Son,Single,Male,Facilities manager,None,None
6,Brightwater Street,Carol,Willis-Lynch,31,Daughter,Divorced,Female,Chief Strategy Officer,None,None
7,Brightwater Street,Declan,Pearson,26,Head,Single,Male,Physiological scientist,None,Methodist
8,Brightwater Street,Leonard,Harrison,20,Head,Married,Male,University Student,None,Christian
8,Brightwater Street,Kirsty,Harrison,19,Wife,Married,Female,University Student,None,Christian
8,Brightwater Street,Georgia,Harvey,19,Lodger,Single,Female,University Student,None,None
8,Brightwater Street,Tracey,James,47,Sibling,Single,Female,Horticultural consultant,None,Catholic
8,Brightwater Street,Rhys,Winter,42,Lodger,Single,Male,Customer service manager,None,Catholic
8,Brightwater Street,Adrian,Bailey,53,Lodger,Single,Male,Maintenance engineer,None,None
9,Brightwater Street,Francesca,Baker,42,Head,Married,Female,Seismic interpreter,None,None
9,Brightwater Street,Damian,Baker,40,Husband,Married,Male,Advertising account planner,None,None
9,Brightwater Street,Phillip,Baker,24,Son,Single,Male,Merchant navy officer,None,None
10,Brightwater Street,Sandra,Lewis,44,Head,Married,Female,Television floor manager,None,None
10,Brightwater Street,Stephen,Lewis,44,Husband,Married,Male,"Editor, magazine features",None,None
10,Brightwater Street,Gerald,Lewis,3,Son,NA,Male,Child,None,NA
10,Brightwater Street,John,Lewis,3,Son,NA,Male,Child,None,NA
10,Brightwater Street,Margaret,Lewis,1,Daughter,NA,Female,Child,None,NA
11,Brightwater Street,Marcus,Davis,62,Head,Single,Male,Automotive engineer,None,None
11,Brightwater Street,Donna,Collins,59,Partner,Single,Female,Land,None,None
11,Brightwater Street,Kyle,Davis,11,Son,NA,Male,Student,None,NA
11,Brightwater Street,Joe,Davis,10,Son,NA,Male,Student,None,NA
12,Brightwater Street,Kelly,Graham,50,Head,Married,Female,Civil Service administrator,None,Christian
12,Brightwater Street,Joshua,Graham,54,Husband,Married,Male,"Research officer, political party",None,Christian
12,Brightwater Street,Arthur,Graham,23,Son,Single,Male,Professor Emeritus,None,None
12,Brightwater Street,Kieran,Graham,20,Son,Single,Male,University Student,None,Christian
12,Brightwater Street,Josephine,Graham,19,Daughter,Single,Female,University Student,None,Christian
12,Brightwater Street,Maria,Graham,16,Daughter,NA,Female,Student,None,NA
13,Brightwater Street,Catherine,Greenwood,31,Head,Married,Female,Unemployed,None,None
13,Brightwater Street,Kieran,Johnson,36,Husband,Married,Male,Equities trader,None,None
13,Brightwater Street,Aaron,Greenwood,14,Son,NA,Male,Student,None,NA
13,Brightwater Street,Maurice,Greenwood,11,Son,NA,Male,Student,None,NA
14,Brightwater Street,Sandra,Wilson,33,Head,Married,Female,Unemployed,None,Catholic
14,Brightwater Street,Jeremy,Wilson,35,Husband,Married,Male,Scientific laboratory technician,None,Catholic
14,Brightwater Street,Shane,Wilson,11,Son,NA,Male,Student,None,NA
14,Brightwater Street,Pamela,Wilson,6,Daughter,NA,Female,Student,None,NA
14,Brightwater Street,Mohamed,Wilson,5,Son,NA,Male,Student,None,NA
14,Brightwater Street,Joan,Wilson,1,Daughter,NA,Female,Child,None,NA
15,Brightwater Street,Bradley,Bray,55,Head,Single,Male,Unemployed,None,Christian
15,Brightwater Street,Georgia,Bray,10,Daughter,NA,Female,Student,None,NA
15,Brightwater Street,Justin,Bray,3,Son,NA,Male,Child,None,NA
16,Brightwater Street,Nicole,Byrne,43,Head,Married,Female,Government social research officer,None,None
16,Brightwater Street,Mark,Byrne,45,Husband,Married,Male,Merchant navy officer,None,None
16,Brightwater Street,June,Byrne,15,Daughter,NA,Female,Student,None,NA
16,Brightwater Street,Josephine,Byrne,15,Daughter,NA,Female,Student,None,NA
17,Brightwater Street,Natasha,Smith,42,Head,Single,Female,Unemployed,None,Methodist
17,Brightwater Street,Abigail,Porter,28,None,Single,Female,Jewellery designer,None,Catholic
17,Brightwater Street,Eleanor,Cameron,38,None,Single,Female,Insurance account manager,None,None
17,Brightwater Street,Leonard,Wallace,24,None,Single,Male,Records manager,None,None
17,Brightwater Street,Hollie,Young,47,None,Divorced,Female,Theatre manager,None,Catholic
17,Brightwater Street,Bethany,Murphy,57,None,Single,Female,Unemployed,None,None
17,Brightwater Street,Amanda,Gilbert,61,None,Single,Female,Commissioning editor,None,None
18,Brightwater Street,Katie,Faulkner,49,Head,Single,Female,Personnel officer,None,None
18,Brightwater Street,Shirley,Joyce,47,None,Single,Female,Diagnostic radiographer,None,Methodist
19,Brightwater Street,Gail,Green,58,Head,Single,Female,Volunteer coordinator,None,None
19,Brightwater Street,Sandra,Green,27,Daughter,Single,Female,"Accountant, chartered certified",None,None
19,Brightwater Street,Ashley,Wilkinson,24,Son,Single,Male,Customer service manager,None,None
19,Brightwater Street,Natalie,Nicholls-Wilkinson,20,Daughter,Single,Female,University Student,None,None
19,Brightwater Street,John,Nicholls-Wilkinson,20,Son,Single,Male,University Student,None,None
20,Brightwater Street,Anne,Hughes,35,Head,Married,Female,Petroleum engineer,None,None
20,Brightwater Street,Antony,Hughes,37,Husband,Married,Male,"Engineer, automotive",None,None
20,Brightwater Street,Elaine,Hughes,12,Daughter,NA,Female,Student,None,NA
21,Brightwater Street,Duncan,Gordon,18,Head,Single,Male,University Student,None,Methodist
21,Brightwater Street,Irene,Stephens,18,None,Single,Female,University Student,None,Catholic
21,Brightwater Street,Marion,Mitchell,20,None,Single,Female,University Student,None,Christian
21,Brightwater Street,Ashley,Walker,22,None,Single,Male,University Student,None,NA
22,Brightwater Street,Holly,Stanley,36,Head,Single,Female,"Scientist, biomedical",None,None
